key,en,ru
Q_759,How would you like to spend your downtime and leisure time?,
Q_760,How would you prefer to spend your free time in this fantasy world?,
Q_761,How would you react if a powerful force threatened to destroy everything you hold dear?,
Q_762,How would you react if someone close to you was being threatened or taken advantage of?,
Q_763,How would you react if someone was about to ruin a beautiful and ancient ritual or tradition that has been passed down through generations?,
Q_764,"How would you react to discovering that the world has a deeper, hidden magic that can be harnessed by those who understand its secrets?",
Q_765,How would you typically deal with a situation where you're forced to make a choice between your own interests and what's best for someone else?,
Q_766,How would you typically handle a situation where someone is taking advantage of your kindness and generosity?,
Q_767,How would you typically handle a situation where you're faced with a moral dilemma?,
Q_768,How would you typically react to a situation where someone is being mistreated or taken advantage of?,
Q_769,"In a chaotic or destructive situation, what would you do first?",
Q_770,"In a chaotic situation, how would you prioritize your actions?",
Q_771,"In a chaotic situation, what would you most likely do?",
Q_772,"In a conflict between law and personal morality, which would you prioritize?",
Q_773,"In a crisis situation, do you tend to rely more on your own abilities and instincts or seek out guidance and support from others?",
Q_774,"In a crisis situation, how do you tend to react?",
Q_775,"In a crisis situation, how do you typically react?",
Q_776,"In a crisis situation, what do you typically rely on to get through it?",
Q_777,"In a crisis situation, what do you usually prioritize?",
Q_778,"In a crisis situation, what is your primary concern?",
Q_779,"In a crisis situation, what would you most like to happen?",
Q_780,"In a crisis situation, what would you typically do?",
Q_781,"In a crisis, do you tend to rely more on your own instincts and emotions, or try to analyze the situation objectively?",
Q_782,"In a crisis, what would you prioritize: helping others, protecting yourself, or finding a way to resolve the situation?",
Q_783,"In a dark and mysterious forest, you stumble upon an ancient, crumbling temple. The air is thick with the scent of decay and forgotten history. What do you do?",
Q_784,"In a dark moment, what do you usually rely on to get back on track?",
Q_785,"In a dark moment, what would you most likely turn to for comfort?",
Q_786,"In a desperate situation, how do you most likely react?",
Q_787,"In a desperate situation, how would you choose to use your skills and resources?",
Q_788,"In a desperate situation, what is your first instinct?",
Q_789,"In a desperate situation, what would you most likely try to do?",
Q_790,"In a desperate situation, what would you rely on most to get you through?",
Q_791,"In a desperate situation, would you rather rely on your own abilities to find a solution or seek help from others?",
Q_792,"In a difficult situation, what would you rely on most to get yourself out of it?",
Q_793,"In a fantastical world where magic is real, how do you think it should be used?",
Q_794,"In a fantastical world, what do you find most fascinating about magic?",
Q_795,"In a fantastical world, what would be the greatest thrill for you?",
Q_796,"In a fantastical world, what would you most like to be able to do?",
Q_797,"In a fantastical world, what would you use as a source of inspiration for creative pursuits?",
Q_798,"In a fantasy setting, how would you typically approach a mysterious ancient ruin?",
Q_799,"In a fantasy setting, what motivates you to take risks or venture into unknown territories?",
Q_800,"In a fantasy world where magic is real, how do you approach learning new spells or magical abilities?",
Q_801,"In a fantasy world, how do you think you would handle a sudden, unexpected invasion by an external force?",
Q_802,"In a fantasy world, how would you handle a group of travelers who are lost and struggling to find their way back to civilization?",
Q_803,"In a fantasy world, how would you most enjoy spending your free time?",
Q_804,"In a fantasy world, how would you react to discovering a hidden treasure that comes with great power but also heavy responsibility?",
Q_805,"In a fantasy world, what do you think is the most important quality for a hero to possess?",
Q_806,"In a fantasy world, what do you value most in an ally?",
Q_807,"In a fantasy world, what motivates you more: seeking recognition and admiration or achieving true fulfillment and happiness?",
Q_808,"In a fantasy world, what motivates you most?",
Q_809,"In a fantasy world, what motivates you to help others?",
Q_810,"In a fantasy world, what would be the best way to spend your free time?",
Q_811,"In a fantasy world, what would be the most tempting treasure for you to discover?",
Q_812,"In a fantasy world, what would you most want to be remembered for after you're gone?",
Q_813,"In a fantasy world, what would you prefer as your ultimate goal?",
Q_814,"In a fantasy world, what would you prefer to use your skills for?",
Q_815,"In a fantasy world, what would you value most about a treasure?",
Q_816,"In a group of friends, what role would you most likely play?",
Q_817,"In a group of friends, what would you be most likely to do?",
Q_818,"In a group of people with differing opinions, how would you handle the situation?",
Q_819,"In a group of strangers, how would you most likely spend your time?",
Q_820,"In a group of strangers, what do you usually try to find common ground with?",
Q_821,"In a group or community setting, how do you typically interact with others?",
Q_822,"In a group or community setting, how do you usually take charge or show leadership?",
Q_823,"In a group or community, how do you typically approach social dynamics?",
Q_824,"In a group project, what role would you take on?",
Q_825,"In a group project, what would be your role?",
Q_826,"In a group setting, do you tend to take charge and lead, or prefer to follow and blend in?",
Q_827,"In a group setting, how do you handle being the center of attention?",
Q_828,"In a group setting, how do you handle conflict or disagreements?",
Q_829,"In a group setting, how do you like to interact with others?",
Q_830,"In a group setting, how do you tend to interact with others?",
Q_831,"In a group setting, how do you typically handle competition and rivalries?",
Q_832,"In a group setting, how do you usually contribute or participate?",
Q_833,"In a group setting, how do you usually contribute?",
Q_834,"In a group setting, what do you find most energizing?",
Q_835,"In a group setting, what do you typically rely on to build trust with others?",
Q_836,"In a group setting, what do you typically strive for?",
Q_837,"In a group setting, what do you usually do when someone is dominating the conversation?",
Q_838,"In a group setting, what do you usually focus on?",
Q_839,"In a group setting, what is your preferred role?",
Q_840,"In a group setting, what motivates you to take charge or lead others?",
Q_841,"In a group setting, what role do you typically take on?",
Q_842,"In a group setting, what role would you naturally take on?",
Q_843,"In a group, how do you handle disagreements and conflicts?",
Q_844,"In a group, how do you tend to handle disagreements and opposing opinions?",
Q_845,"In a group, how do you typically approach decision-making?",
Q_846,"In a group, how do you typically contribute to discussions?",
Q_847,"In a group, how do you typically handle being the center of attention?",
Q_848,"In a group, how do you typically handle disagreements or differing opinions?",
Q_849,"In a group, how do you typically handle someone who is dominating the conversation and not allowing others to contribute?",
Q_850,"In a group, how do you usually respond when someone else is dominating the conversation or trying to steer it towards their own interests?",
Q_851,"In a group, how would you describe yourself?",
Q_852,"In a group, what is your role most likely to be?",
Q_853,"In a group, what role do you typically play?",
Q_854,"In a group, what role would you likely take on?",
Q_855,"In a group, what role would you rather take?",
Q_856,"In a group, what role would you typically play?",
Q_857,"In a group, what role would you usually play?",
Q_858,"In a high-pressure situation, what do you rely on most to get through it?",
Q_859,"In a high-pressure situation, what do you rely on most to maintain your composure?",
Q_860,"In a high-pressure situation, what is your approach to staying calm and focused?",
Q_861,"In a high-pressure situation, what is your primary concern?",
Q_862,"In a high-pressure situation, what is your typical emotional response?",
Q_863,"In a high-pressure situation, what would you prefer to rely on for guidance and confidence?",
Q_864,"In a high-stakes situation, how do you typically handle pressure?",
Q_865,"In a high-stakes situation, what is your primary concern?",
Q_866,"In a hypothetical scenario where you're faced with an opportunity to gain great power or influence, but at the cost of your personal freedom and autonomy, what would you choose?",
Q_867,"In a hypothetical situation where you're forced to make an impossible choice between saving one person you love dearly or saving multiple people you don't know personally, which would you choose?",
Q_868,"In a moment of crisis or danger, what do you typically rely on to guide your actions?",
Q_869,"In a moment of crisis, how do you prioritize your own safety and well-being?",
Q_870,"In a moment of crisis, how would you prioritize your own needs and desires versus those of others?",
Q_871,"In a moment of crisis, what is your primary concern?",
Q_872,"In a moment of crisis, what motivates you to act?",
Q_873,"In a moment of crisis, what would you do to try and restore order?",
Q_874,"In a moment of crisis, what would you most likely do to try and turn the situation around?",
Q_875,"In a moment of crisis, what would you most likely rely on to make a quick decision?",
Q_876,"In a moment of crisis, what would you most likely turn to for guidance?",
Q_877,"In a moment of crisis, what would you prioritize: protecting others, preserving knowledge, or pursuing personal power?",
Q_878,"In a moment of crisis, what would you rather be known for:",
Q_879,"In a moment of crisis, what would you rely on most to see you through?",
Q_880,"In a moment of crisis, would you rather rely on your own instincts and judgment, or seek guidance from others?",
Q_881,"In a moment of crisis, would you rather rely on your wits to find a creative solution or charge forward with bold action?",
Q_882,"In a moment of great crisis, what do you turn to for guidance?",
Q_883,"In a moment of great crisis, what motivates you to take action?",
Q_884,"In a moment of great crisis, what would you do to try to salvage the situation?",
Q_885,"In a moment of great danger, what is more important to you: preserving your own life or protecting the lives of those around you?",
Q_886,"In a moment of great need, what do you most rely on?",
Q_887,"In a moment of quiet contemplation, what do you find yourself thinking about most often?",
Q_888,"In a moment of quiet contemplation, what do you usually find yourself lost in thought about?",
Q_889,"In a perfect world, how would you like to spend your days?",
Q_890,"In a perfect world, what kind of community would you like to live in?",
Q_891,"In a perfect world, what would you use your time doing?",
Q_892,"In a perfect world, what would you want to be known for?",
Q_893,"In a perfect world, would you rather be able to...",
Q_894,"In a perfect world, would you rather be surrounded by beauty and wonder or possess great power and control?",
Q_895,"In a situation where someone is being unfairly oppressed or bullied, how would you typically respond?",
Q_896,"In a situation where you have to choose between personal gain and doing what's right, what would you do?",
Q_897,"In a situation where you have to choose between your personal goals and the needs of others, what would you prioritize?",
Q_898,"In a situation where you have to make a difficult choice between your own interests and the greater good, what do you usually prioritize?",
Q_899,"In a situation where you have to make a hard choice between your own interests and the greater good, what do you usually choose?",
Q_900,"In a situation where you must prioritize your own needs over someone else's, what do you usually do?",
Q_901,"In a situation where you're faced with a moral imperative that contradicts your personal desires, what do you typically do?",
Q_902,"In a situation where you're forced to choose between personal gain and doing what's right, what would you prioritize?",
Q_903,"In a situation where you're forced to choose between preserving your own interests and putting someone else's needs first, what do you typically prioritize?",
Q_904,"In a situation where you're forced to choose between saving one person or multiple people from harm, which would you choose?",
Q_905,"In a situation where you're forced to make a choice between your own interests and doing what's right for someone else, what would you typically do?",
Q_906,"In a situation where you're not getting what you want, do you tend to:",
Q_907,"In a situation where your goals and desires conflict with those of others, how do you typically handle it?",
Q_908,"In a situation where your values or principles are being challenged, what would you do?",
Q_909,"In a social setting, how do you typically handle being the center of attention?",
Q_910,"In a social setting, what do you usually find yourself doing?",
Q_911,"In a social setting, what do you usually focus on?",
Q_912,"In a social situation, how do you tend to respond when someone else is dominating the conversation or not allowing others to contribute?",
Q_913,"In a social situation, how do you typically present yourself to others?",
Q_914,"In a social situation, what do you find yourself gravitating towards?",
Q_915,"In a social situation, what do you typically focus on?",
Q_916,"In a social situation, what do you usually focus on most?",
Q_917,"In a social situation, what is your primary concern?",
Q_918,"In a time of great need or crisis, what would you do to help those around you?",
Q_919,"In a time of great turmoil and chaos, what would you rather be: a force for order and stability, or a driving factor for change and revolution?",
Q_920,"In a time of great turmoil or crisis, how would you respond?",
Q_921,"In a world filled with ancient magic and forgotten lore, how do you respond to the discovery of a mysterious artifact that holds the power to reshape reality?",
Q_922,"In a world filled with ancient magic and mysterious forces, what do you think is the most important quality for a person to possess?",
Q_923,"In a world filled with ancient magic and powerful artifacts, what would you do if you stumbled upon a mysterious tome that seemed to be calling your name?",
Q_924,"In a world filled with ancient mysteries and forgotten lore, what drives your curiosity and desire to uncover hidden truths?",
Q_925,"In a world filled with ancient mysteries, what would you most like to uncover?",
Q_926,"In a world filled with ancient secrets and mysterious artifacts, how do you approach the discovery of new knowledge?",
Q_927,"In a world filled with ancient secrets and mysterious artifacts, how do you approach uncovering hidden knowledge?",
Q_928,"In a world filled with ancient secrets and mysterious energies, how do you typically approach uncovering hidden truths?",
Q_929,"In a world filled with ancient secrets and mysterious energies, how do you typically respond to an unexplained phenomenon or mystical occurrence?",
Q_930,"In a world filled with ancient secrets and mysterious ruins, what do you usually do when you stumble upon a cryptic artifact?",
Q_931,"In a world filled with danger and uncertainty, how do you choose to spend your free time?",
Q_932,"In a world filled with danger and uncertainty, how do you typically prepare for potential threats?",
Q_933,"In a world filled with danger and uncertainty, what do you believe is most important for survival?",
Q_934,"In a world filled with danger and uncertainty, what do you rely on to keep yourself safe?",
Q_935,"In a world filled with danger and uncertainty, what do you value most in your allies?",
Q_936,"In a world filled with danger and uncertainty, what is your greatest fear?",
Q_937,"In a world filled with danger and uncertainty, what is your instinctual response?",
Q_938,"In a world filled with danger and uncertainty, what would you rather be known for?",
Q_939,"In a world filled with darkness and danger, what drives you to keep moving forward?",
Q_940,"In a world filled with darkness and danger, what would you use most often to protect yourself?",
Q_941,"In a world filled with darkness and despair, what do you believe is the most important thing for humans to focus on?",
Q_942,"In a world filled with darkness and evil, how would you most likely react?",
Q_943,"In a world filled with darkness and evil, what would you rather be: a beacon of hope, shining brightly to guide others through the shadows, or a fierce warrior, standing strong against the forces of malevolence?",
Q_944,"In a world filled with darkness and uncertainty, what would be your greatest fear?",
Q_945,"In a world filled with darkness, what do you typically reach for as a beacon of hope?",
Q_946,"In a world filled with magic and mythical creatures, what do you value most in others?",
Q_947,"In a world filled with magic and mythical creatures, what is your primary motivation for using or seeking out magical powers?",
Q_948,"In a world filled with magic and wonder, what would you use your powers for?",
Q_949,"In a world filled with magic, how do you think you would use your abilities?",
Q_950,"In a world filled with magic, what do you think is the most responsible use of magical power?",
Q_951,"In a world filled with magic, what would you use it for most often?",
Q_952,"In a world filled with mysteries and secrets, what drives your desire to uncover the truth?",
Q_953,"In a world filled with mystery and ancient secrets, what drives you to uncover the truth?",
Q_954,"In a world filled with mythical creatures, what do you believe is the key to coexisting peacefully with them?",
Q_955,"In a world filled with wonder and magic, what do you find most alluring?",
Q_956,"In a world filled with wonder and magic, what do you most desire to be remembered for?",
Q_957,"In a world filled with wonder and magic, what do you most value about yourself?",
Q_958,"In a world filled with wonder and magic, what do you most value in life?",
Q_959,"In a world filled with wonder and magic, what is your approach to exploring and mastering this magical realm?",
Q_960,"In a world filled with wonder and magic, what motivates you most?",
Q_961,"In a world of chaos, what is your approach to maintaining order?",
Q_962,"In a world of magic and wonder, would you rather be known for your ability to create powerful spells or for your skill in crafting intricate magical artifacts?",
Q_963,"In a world of wonder and discovery, how do you most enjoy spending your free time?",
Q_964,"In a world of wonder and magic, how do you approach discovering new secrets and uncovering hidden truths?",
Q_965,"In a world of wonder and magic, what do you believe is the most important thing to master?",
Q_966,"In a world of wonder, what do you find most captivating?",
Q_967,"In a world where ancient magic is returning, how would you use this power for yourself and others?",
Q_968,"In a world where ancient powers and forgotten magic are resurfacing, how would you approach learning about these mysterious forces?",
Q_969,"In a world where ancient secrets and mysterious forces hold power, what do you find most alluring?",
Q_970,"In a world where magic and technology coexist, how would you choose to wield your power?",
Q_971,"In a world where magic exists, how do you believe it should be used?",
Q_972,"In a world where magic exists, how do you think you would use it?",
Q_973,"In a world where magic exists, how do you typically approach using it?",
Q_974,"In a world where magic exists, how do you typically approach using or learning new magical abilities?",
Q_975,"In a world where magic exists, how do you typically handle situations that require the use of magical powers?",
Q_976,"In a world where magic exists, how would you most likely use it?",
Q_977,"In a world where magic exists, how would you prefer to use it?",
Q_978,"In a world where magic exists, how would you use it?",
Q_979,"In a world where magic exists, how would you utilize your abilities?",
Q_980,"In a world where magic exists, what do you think is the most responsible use of magical power?",
Q_981,"In a world where magic exists, what would be your role in society?",
Q_982,"In a world where magic exists, would you prefer to use your abilities for personal gain or to benefit others?",
Q_983,"In a world where magic exists, would you prefer to use your abilities for personal gain or to help others?",
Q_984,"In a world where magic exists, would you rather be able to manipulate reality through subtle nuances in probability or wield raw power through physical manifestations of energy?",
Q_985,"In a world where magic exists, would you rather be known for mastering a complex spellbook or having a natural affinity for intuitive magic?",
Q_986,"In a world where magic exists, would you rather be known for your mastery of a specific magical discipline or for your exceptional non-magical skills and abilities?",
Q_987,"In a world where magic exists, would you use it for personal gain or for the greater good?",
Q_988,"In a world where magic is a part of everyday life, what do you think about those who claim to possess special abilities or powers?",
Q_989,"In a world where magic is a part of everyday life, would you rather be known for your mastery of a specific spell or your ability to improvise and adapt to unexpected situations?",
Q_990,"In a world where magic is a powerful force, how do you typically approach using your own magical abilities?",
Q_991,"In a world where magic is a powerful force, how would you like to wield it?",
Q_992,"In a world where magic is a powerful force, how would you use your abilities?",
Q_993,"In a world where magic is a powerful force, what would be your preferred method of harnessing its power?",
Q_994,"In a world where magic is a real force, do you think it's more important to understand and respect its power, or to harness its energy for personal gain?",
Q_995,"In a world where magic is real, how do you believe it should be used?",
Q_996,"In a world where magic is real, how do you think it should be used?",
Q_997,"In a world where magic is real, how do you think you would approach learning and mastering magical abilities?",
Q_998,"In a world where magic is real, how do you view your own potential as a wielder of magical abilities?",
Q_999,"In a world where magic is real, how would you choose to wield it?",
Q_1000,"In a world where magic is real, how would you like to be perceived by others?",
Q_1001,"In a world where magic is real, how would you most likely wield its power?",
Q_1002,"In a world where magic is real, how would you prefer to use your abilities?",
Q_1003,"In a world where magic is real, how would you prefer to wield it?",
Q_1004,"In a world where magic is real, how would you use it to impact the world?",
Q_1005,"In a world where magic is real, how would you use it?",
Q_1006,"In a world where magic is real, how would you use your abilities?",
Q_1007,"In a world where magic is real, what do you think is the most important role it should play in everyday life?",
Q_1008,"In a world where magic is real, what do you think is the most responsible way to use it?",
Q_1009,"In a world where magic is real, what role do you believe you would play in maintaining or disrupting the balance of power?",
Q_1010,"In a world where magic is real, what would be the most valuable resource for you?",
Q_1011,"In a world where magic is real, what would you most like to be able to do with your newfound powers?",
Q_1012,"In a world where magic is real, what would you use your powers for?",
Q_1013,"In a world where magic is real, would you rather be able to master one powerful spell or possess a magical item that grants you unique abilities?",
Q_1014,"In a world where magic is real, would you rather be known for your mastery of it or keep its true power hidden from others?",
Q_1015,"In a world where power and influence are at stake, how do you usually go about achieving your goals?",
Q_1016,"In a world where power and influence are key, what do you find most appealing about those who possess it?",
Q_1017,"In a world where power and influence can be gained through various means, how important is it for you to maintain your independence and autonomy?",
Q_1018,"In a world where power is often achieved through cunning and manipulation, how do you typically handle situations where others are trying to deceive or manipulate you?",
Q_1019,"In a world where power is often tied to magic, what do you believe is the most important trait for someone seeking to wield it?",
Q_1020,"In a world where you have the power to shape reality, would you rather create a perfect, predictable existence or one that is unpredictable and full of surprises?",
Q_1021,"In conflicts, do you tend to dominate and assert yourself, or try to find a compromise?",
Q_1022,"In fantasy worlds, what do you think is the most important thing to defend?",
Q_1023,"In moments of crisis or danger, how do you typically respond?",
Q_1024,"In moments of crisis or high stakes, what is your instinctive response?",
Q_1025,"In moments of excitement or competition, what do you typically become?",
Q_1026,"In moments of great emotional turmoil, what do you often find yourself drawn to?",
Q_1027,"In moments of great excitement or celebration, how do you tend to express yourself?",
Q_1028,"In moments of great excitement or celebration, how do you typically choose to express yourself?",
Q_1029,"In moments of great excitement or celebration, what do you most want to express?",
Q_1030,"In moments of great importance or under pressure, how do you typically rely on your instincts?",
Q_1031,"In moments of great importance or when facing a powerful foe, what do you tend to focus on: your intellect, your physical prowess, your charm and charisma, or your ability to tap into ancient wisdom and knowledge?",
Q_1032,"In moments of great solitude or quiet contemplation, how do you usually spend your time?",
Q_1033,"In moments of great solitude, how do you choose to occupy yourself?",
Q_1034,"In moments of great stress or crisis, how do you typically handle yourself?",
Q_1035,"In moments of great stress or pressure, what do you tend to rely on to cope?",
Q_1036,"In moments of great stress or pressure, what do you tend to rely on to help you cope?",
Q_1037,"In moments of great turmoil or chaos, how do you typically respond?",
Q_1038,"In moments of intense excitement or celebration, what do you typically do?",
Q_1039,"In moments of quiet contemplation, what do you find yourself lost in thought about?",
Q_1040,"In moments of quiet contemplation, what do you often find yourself thinking about?",
Q_1041,"In moments of quiet contemplation, what do you usually find yourself thinking about?",
Q_1042,"In moments of quiet contemplation, what do your thoughts most often wander to?",
Q_1043,"In moments of quiet reflection, what do you typically find yourself thinking about?",
Q_1044,"In moments of quiet reflection, what is most often on your mind?",
Q_1045,"In moments of solitude and introspection, what do you typically find yourself thinking about?",
Q_1046,"In moments of solitude and quiet reflection, what do you often find yourself thinking about or daydreaming about?",
Q_1047,"In moments of solitude or quiet contemplation, what do you often find yourself thinking about?",
Q_1048,"In moments of solitude, how do you typically spend your time?",
Q_1049,"In moments of solitude, how do you usually spend your time?",
Q_1050,"In moments of solitude, what do you most often find yourself thinking about?",
Q_1051,"In moments of solitude, what do you often find yourself daydreaming about or fantasizing about?",
Q_1052,"In moments of solitude, what do you often find yourself lost in thought about?",
Q_1053,"In moments of solitude, what do you often find yourself pondering or replaying in your mind?",
Q_1054,"In moments of solitude, what do you typically find yourself thinking about or reflecting on?",
Q_1055,"In moments of solitude, what do you typically turn to for comfort?",
Q_1056,"In moments of solitude, what do you typically use that time for?",
Q_1057,"In moments of solitude, what do you usually find yourself thinking about?",
Q_1058,"In situations of conflict or competition, how do you tend to behave?",
Q_1059,"In situations where authority is involved, how do you typically respond?",
Q_1060,"In situations where others are in danger, what do you typically prioritize:",
Q_1061,"In situations where others may see you as strange or unconventional, how do you typically react?",
Q_1062,"In situations where others rely on your leadership and guidance, how do you handle the responsibility?",
Q_1063,"In situations where power or control is at stake, what motivates you to take action?",
Q_1064,"In situations where rules and norms are unclear or ambiguous, how do you tend to behave?",
Q_1065,"In situations where there is no clear path forward, what do you usually rely on to guide your way?",
Q_1066,"In situations where there is no clear right or wrong answer, what drives your decision-making process?",
Q_1067,"In situations where there is tension or conflict between different groups or individuals, how do you tend to handle it?",
Q_1068,"In situations where there is tension or conflict between groups with differing opinions, how do you typically handle the situation?",
Q_1069,"In situations where you feel threatened or cornered, what do you typically do to regain control?",
Q_1070,"In situations where you have more information than others, what do you typically do with this knowledge?",
Q_1071,"In situations where you have the power to influence or control the fate of another being, what do you typically prioritize?",
Q_1072,"In situations where you have the power to make a difference, what motivates you to take action?",
Q_1073,"In situations where you have to choose between being alone and being part of a group, what do you prefer?",
Q_1074,"In situations where you have to choose between doing what's right and getting ahead, which one would you prioritize?",
Q_1075,"In situations where you have to make a choice between being bold and taking risks versus playing it safe, which approach do you usually take?",
Q_1076,"In situations where you have to make a choice between personal gain and doing what's right, what would you typically choose?",
Q_1077,"In situations where you have to make a difficult choice between personal gain and doing what's right, which option would you choose?",
Q_1078,"In situations where you have to make a difficult choice between personal gain and the greater good, what do you typically prioritize?",
Q_1079,"In situations where you have to make a sacrifice for the greater good, what motivates you to take action?",
Q_1080,"In situations where you have to make a tough choice between two options that both seem appealing, which one would you choose and why?",
Q_1081,"In situations where you have to make difficult choices between personal gain and doing what's right, which would you prioritize?",
Q_1082,"In situations where you have to make tough choices between personal gain and doing what's right, what do you usually prioritize?",
Q_1083,"In situations where you have to prioritize your own needs over those of others, how do you typically handle it?",
Q_1084,"In situations where you have to prioritize your own needs versus the needs of others, how do you usually decide what's most important?",
Q_1085,"In situations where you must choose between personal gain and the greater good, what would you prioritize?",
Q_1086,"In situations where you must confront your own fears or insecurities, what do you typically do?",
Q_1087,"In situations where you must make a tough choice between personal gain and doing what is morally right, what would you rather prioritize?",
Q_1088,"In situations where you must make a tough decision, do you rely more on your intuition or cold, hard analysis?",
Q_1089,"In situations where you must navigate between lightness and darkness, what do you usually rely on to guide yourself?",
Q_1090,"In situations where you must prioritize between personal gain and the greater good, what do you usually choose?",
Q_1091,"In situations where you need to balance individual goals with group harmony, what do you typically prioritize?",
Q_1092,"In situations where you're faced with a moral dilemma, what would you usually do?",
Q_1093,"In situations where you're forced to choose between your own desires and the greater good, what do you typically prioritize?",
Q_1094,"In situations where you're forced to make a choice between pleasing yourself or following the rules, what do you usually prioritize?",
Q_1095,"In situations where you're forced to make a tough choice between what's right and what's easy, which path do you usually take?",
Q_1096,"In situations where you're forced to make difficult choices between personal values and external pressures, what would you prioritize?",
Q_1097,"In situations where you're not sure how to proceed, what do you typically do?",
Q_1098,"In situations where you're not sure what to do, what is your primary consideration?",
Q_1099,"In situations where you're torn between loyalty to a friend and doing what's morally right, what would you prioritize?",
Q_1100,"In situations where your own needs and desires conflict with those of others, how do you typically resolve this inner turmoil?",
Q_1101,"In situations where your personal freedom is at risk, what do you prioritize?",
Q_1102,"In social settings, what do you find yourself gravitating towards?",
Q_1103,"In social situations, do you often find yourself drawn to being the center of attention or would you rather blend into the background?",
Q_1104,"In social situations, do you prefer to be the center of attention or blend in with the crowd?",
Q_1105,"In social situations, do you prefer to be the center of attention, a behind-the-scenes facilitator, or somewhere in between?",
Q_1106,"In social situations, do you tend to take center stage or prefer to blend into the background?",
Q_1107,"In social situations, do you tend to take charge and lead the group, or do you prefer to follow others' cues and observe before contributing?",
Q_1108,"In social situations, how do you approach forming connections with others?",
Q_1109,"In social situations, how do you approach striking up conversations or building relationships with others?",
Q_1110,"In social situations, how do you like to present yourself?",
Q_1111,"In social situations, how do you prefer to spend your time?",
Q_1112,"In social situations, how do you tend to approach making new connections?",
Q_1113,"In social situations, how do you tend to interact with others?",
Q_1114,"In social situations, how do you tend to present yourself?",
Q_1115,"In social situations, how do you typically approach interacting with others?",
Q_1116,"In social situations, how do you typically assert yourself and get what you want?",
Q_1117,"In social situations, how do you typically handle being the center of attention?",
Q_1118,"In social situations, how do you typically interact with others?",
Q_1119,"In social situations, how do you typically navigate interactions with others?",
Q_1120,"In social situations, how do you typically react to being the center of attention?",
Q_1121,"In social situations, how do you typically react when someone tells a joke or shares a humorous story?",
Q_1122,"In social situations, how do you usually approach building relationships?",
Q_1123,"In social situations, how do you usually approach making new connections?",
Q_1124,"In social situations, how do you usually find yourself relating to others?",
Q_1125,"In social situations, how do you usually handle conflicts or disagreements with others?",
Q_1126,"In social situations, how do you usually interact with others?",
Q_1127,"In social situations, how do you usually react when someone is trying to make a dramatic entrance or steal the spotlight?",
Q_1128,"In social situations, how much effort do you put into making sure everyone has a good time?",
Q_1129,"In social situations, what do you prioritize most when interacting with others?",
Q_1130,"In social situations, what do you tend to focus on?",
Q_1131,"In social situations, what do you typically strive for?",
Q_1132,"In social situations, what do you usually focus on?",
Q_1133,"In social situations, what do you usually rely on to connect with others?",
Q_1134,"In social situations, what do you value most about yourself?",
Q_1135,"In social situations, what role do you typically take on?",
Q_1136,"In social situations, what role do you usually take on?",
Q_1137,"In the face of a catastrophic event, what would you prioritize to ensure your survival?",
Q_1138,"In the face of adversity or challenge, how do you typically motivate yourself to overcome obstacles?",
Q_1139,"In the face of adversity or challenge, how do you typically respond?",
Q_1140,"In the face of adversity or danger, what motivates you to take action?",
Q_1141,"In the face of adversity or opposition, what motivates you most?",
Q_1142,"In the face of chaos and destruction, what would you most like to happen?",
Q_1143,"In the face of chaos or destruction, what do you typically do?",
Q_1144,"In the face of danger or adversity, how do you tend to react?",
Q_1145,"In the face of danger or adversity, how do you typically react?",
Q_1146,"In the face of danger or adversity, how do you typically respond?",
Q_1147,"In the face of danger or adversity, what do you typically rely on to stay safe and protect yourself?",
Q_1148,"In the face of danger or adversity, what drives you to take action?",
Q_1149,"In the face of danger or adversity, what is your first instinct?",
Q_1150,"In the face of danger or adversity, what is your instinctive reaction?",
Q_1151,"In the face of danger or adversity, what motivates you to take action?",
Q_1152,"In the face of danger or adversity, what would you do to protect those you care about?",
Q_1153,"In the face of danger or chaos, what is your primary instinct?",
Q_1154,"In the face of danger or uncertainty, what do you tend to rely on most for reassurance?",
Q_1155,"In the face of danger, what do you tend to prioritize: your own survival, the well-being of those around you, or the pursuit of a higher goal?",
Q_1156,"In the face of danger, what do you typically do?",
Q_1157,"In the face of danger, what do you typically rely on to protect yourself?",
Q_1158,"In the face of danger, what motivates you more strongly - the desire to protect others or your own personal interests?",
Q_1159,"In the face of danger, what motivates you to take action?",
Q_1160,"In the face of overwhelming adversity, how do you typically respond?",
Q_1161,"In the face of overwhelming danger, what do you typically rely on to protect yourself?",
Q_1162,"In the face of overwhelming danger, what do you typically resort to in order to survive?",
Q_1163,"In the face of overwhelming destruction, what would you most likely do?",
Q_1164,"In the face of overwhelming odds or opposition, what do you usually do?",
Q_1165,"In the face of overwhelming odds, what do you typically rely on to drive your determination?",
Q_1166,"In the face of overwhelming odds, what do you typically rely on to push through?",
Q_1167,"In the face of overwhelming odds, what drives your decision-making process?",
Q_1168,"In the midst of a chaotic situation, what do you prioritize: maintaining order and control or taking bold action to drive change?",
Q_1169,"In the midst of chaos and uncertainty, how would you choose to react?",
Q_1170,"In the midst of chaos, how do you prefer to take control?",
Q_1171,"In the midst of chaos, what is your approach to maintaining order and stability?",
Q_1172,"In the midst of danger or chaos, what do you usually rely on to guide your actions?",
Q_1173,"In the midst of darkness and despair, what would you most like to find?",
Q_1174,"In times of chaos or conflict, what is your typical response?",
